subnum,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q41_First Click,Q41_Last Click,Q41_Page Submit,Q41_Click Count,Q1 RP1,Q2 RP2,Q3 RP3,Q4 RP4,Q5 RP5,Q6 RP6,Q7 RP7,Q8 RN1,Q9 RN2,Q10 RN3,Q11 RN4,Q12 RN5,Q13 RN6,Q14 RN7,Q15 LP1,Q16 LP2,Q17 LP3,Q18 LP4,Q19 LP5,Q20 LP6,Q21 LP7,Q22 LN1,Q23 LN2,Q24 LN3,Q25 LN4,Q26 LN5,Q27 LN6,Q28 LN7,Q42_First Click,Q42_Last Click,Q42_Page Submit,Q42_Click Count,age,gender,gender_3_TEXT,tech,comments,hitId,assignmentID,workerId,country,confirmation_code
183,12/23/20 8:36,12/23/20 8:44,0,100,498,1,12/23/20 8:44,R_AO1Pznb0kM5meHL,anonymous,EN,0,0,12.392,0,,,,,,,,"16C2503,17C989,23X5707,21X2413,22X1805,15C1108,24X1501,26X2733,23C981,20C1037,18C1389,16C909,25C1133,15C893,17C981,26X1829,19C1181,25C1485,24C1140,19C877,END","3X2823,9X2453,13C933,6X2725,6C1220,14C1501,11C1581,10X2732,8X2965,5C1461,1X2293,2C1269,12C1157,3X2204,2C1141,8C1453,7C1221,10C1548,4C1166,11C860,END","1C1575,26X2700,4C2261,18C1341,14C1493,23C2612,2C1396,21X2132,12C1133,20C1077,7C1124,16C1069,10X2052,19C876,13C1052,22X2412,6X3365,25X2245,11C3429,15C1637,END","12C3862,17C1317,5C1357,15C1069,7C1389,25X2156,3C1212,22C1213,1C933,17C1797,8X1997,22X1981,2C997,23C1229,6C1308,20C1036,5C1085,23C1669,13X2021,18C877,11C1157,18C908,3C1276,19C1012,4C1140,21C1700,13C1277,16C1094,10X2341,26C1524,2C1525,24C1341,14X2196,20C1814,14X16142,26X2221,9X1813,21X1789,8X2260,16C1484,END","18X2350,15X5196,16C1293,24C1173,20C1037,26C1037,17C948,25C964,22X2037,19C1037,21C1093,17C996,26C1013,15C996,17C1036,21C981,20C908,26C1141,22X1860,16C989,19C1037,25C893,19C1093,15C1029,16C973,17C941,20C917,23C1189,21C1030,22C758,23C1149,24C878,24C846,18X1933,18C997,23C997,26C1403,21C1596,25C941,15C988,END","3C1863,16C1388,10X2220,15C1053,5C1092,24C948,1C1381,22C821,12C828,25C965,11C893,21C861,6C1189,17C933,7C829,23C982,9C1237,19C1220,8C1238,20C1206,END","10C1239,19C1036,8C1164,20C1160,12C837,17C1020,9C838,26C1092,6C997,21C1165,7C924,19C1052,2C973,16C1069,14X1852,26C813,10C757,22C765,13C853,15C1150,4C933,23C909,1C1045,18X2365,2C932,22C1012,5C1012,25C997,13C908,24C859,1C1284,23C805,3C1285,24C764,6C1245,16C1084,8C1109,18X1869,11C1357,17C917,END",,,,,,,,,,,,,,,2.295,11.355,16.891,4,47,2,,No,Good,,,anonymized,,4915268
184,12/23/20 8:40,12/23/20 8:44,0,100,210,1,12/23/20 8:44,R_Wvbw1KItTlkYEo1,anonymous,EN,52.846,52.846,53.766,1,,,,,,,,,,,,,,,,,,,,,,"25X834,19X172,26X151,22X753,20X667,25C32,23X125,15C90,17X139,21C26,22X57,19X345,20X129,21C131,18X152,18X62,24C38,16X585,23C16,16X188,END","10C765,7C122,6X97,1X64,4C78,13X80,5X129,12X694,14X154,5X735,10X709,8X151,4C99,2C122,11C17,9X160,3C59,1X134,9C96,13C110,END","7C841,15C38,11C105,22C25,12X32,17X132,1C113,25C24,3C1,18C9,14X110,21C72,6X12,19X106,5C94,16C4,13X134,26C59,8X166,24C42,END","14C619,18C48,3C73,19X144,3C55,23C12,8X151,17X159,10X448,22C25,7X111,16C33,5C64,16X178,2C7,26C53,2C61,25C22,4C42,26X51,9X123,15X171,11X144,15X159,8X149,23C61,13X718,20X145,6X173,18X161,7C38,17X103,12X146,24C10,1C82,21X125,9C57,22C44,11X618,24C67,END","18X714,17C83,20C53,20C52,20X82,21C97,23C157,24X130,21X191,16C108,16C48,25X55,26X146,24X140,19C114,15C88,25C13,17C23,25X110,18C118,26X185,26X144,26X140,21X135,19C8,19C38,22C10,23X293,15C82,15C67,22X54,22X134,19C53,15X53,16C52,17X65,21X118,18C102,23X182,24X163,END","12C560,26X105,4C26,16X44,5C48,23X32,7C37,18C29,1C36,21X64,8X132,19C134,9X166,17C116,2C87,24X41,10X182,25X130,14X128,20C21,END","5X1101,22C98,12X133,15C125,14X166,25X135,7C81,17X66,9X126,26X137,1C47,23C50,1C13,23X85,2C32,20C59,8X566,18C39,3X563,25X720,10X148,17C122,4C64,22C27,11X156,16C6,13X135,18C137,7C85,24X49,6C103,15X130,14C75,26C181,13C127,21X669,3X413,19X82,10X656,16C78,END",3.293,11.217,21.474,4,32,1,,No,very interesting survey. good concept.,,,anonymized,,3181272
185,12/23/20 8:37,12/23/20 8:44,0,100,432,1,12/23/20 8:44,R_3HSOVeIS0y7A09L,anonymous,EN,1.824,5.39,10.819,3,,,,,,,,"20X3661,21X1726,15X7549,19C814,18X1902,23X1456,21C755,18X1489,19X1846,20C1775,24X1942,22X1402,25C2059,17C987,26X2274,26C981,16C915,16C700,23C1139,24X1838,END","11X2483,10C2119,2X2978,7C1122,5C1007,9C999,6X3056,13X1910,4X1428,2C1924,5C708,13X1206,8C1020,9X1555,3X2205,12C1019,1X1941,6X1974,14C848,12C1083,END","2X3793,15X1571,3X1960,19C1743,4X1550,25C951,8X1849,20C1155,12X1573,22X1392,5C1251,24X1715,11C2133,21C1051,6C1461,17C1554,13C1620,16C775,10X1617,26X1906,END","11X5521,23X1494,13C680,26X1657,12X1572,18X1700,3X1481,20C1109,14C909,22C1336,6X1807,17C765,4X1601,18X1470,1X2283,19C993,1X1429,24X1514,9C1298,21X1730,8C1240,15X1733,5C1002,21X1685,3C983,16C828,7X2088,22X1605,10C1409,26X1614,6X1422,20C1052,2X1630,24X1753,8X1559,19C767,14C1047,25C854,12X2166,16C717,END","16X2636,22X3010,25C840,23X1468,26C1953,26C764,23X1740,23C1007,20C1333,21C882,21C1012,15C1316,25C821,20C1447,23C1543,24X2654,15C1038,19C982,21C951,22C877,18C1103,17C816,15C1115,19C802,15X1350,16C903,20C1158,26C1305,22C1100,24C1426,25C856,18C1326,16C967,16C756,17C733,19C775,18X1315,17C801,24X1353,21X1550,END","6C1838,21X1852,12C784,15C1403,11C1018,20C1059,8X1829,23X1649,1X2141,22C772,9C1756,26X1515,4C1173,25C938,5C882,16C937,10C848,17C799,3X1641,19C779,END","8X2059,18C908,11X1306,24X1113,11C753,20X1356,1C827,20X1290,12X1019,25C789,13X1382,22X1106,14C831,19C766,3X1523,25C717,7C817,23C769,2C813,17C745,13X1439,19C511,6C818,18X1489,10X985,23X907,6C662,26X2585,4C417,22C630,7C136,21C88,8X207,21C64,9C8,15C177,5C53,17C55,4C265,16X276,END",,,,,,,,,,,,,,,1.362,26.211,27.67,13,39,1,,Nothing technical difficulties.,very good experiment,,,anonymized,,4607189
186,12/23/20 8:38,12/23/20 8:44,0,100,342,1,12/23/20 8:44,R_1NEolhAiWCEB8kH,anonymous,EN,19.047,19.047,20.513,1,,,,,,,,,,,,,,,,,,,,,,"15C2462,17X272,24X411,25X169,19C40,15C165,22X513,21X391,23X338,18X498,25X554,24C245,20C1,23X460,26C206,20X437,16C204,17X373,26X341,16X506,END","8C739,4C1249,9C137,5X447,12C81,13C96,2X420,10X359,10C228,3X325,4C247,1C122,14X360,7X419,1C48,6C163,14X323,7X390,9X309,11C161,END","3X2545,19C47,9C120,17X226,8C143,21X379,1C173,18X432,14C163,15C133,5X321,22C140,4C173,24C103,11X363,25X332,2C134,23C192,13C1,16C31,END","7X2403,17C58,9C104,16C153,2X391,15X261,9C109,24C63,12X212,23X321,6C142,18X294,6X328,18X303,2X293,25C120,1C130,26C147,14X441,20C130,4X287,22C189,10C14,16C517,5X604,25X374,11C330,23X631,14C46,24C47,8C101,19X431,13C93,20C399,11X576,21C18,3X648,15C60,7C161,26X442,END","23C1892,16C135,16X419,22C180,21X612,24X383,18C67,19X447,15X491,26C236,22X445,17C56,20X474,24C161,23X498,22X552,20C43,20X363,23C234,18C74,25C179,24C417,21X503,26X581,19C52,17X516,21C122,19C118,24C197,25X505,15C125,15X535,25C179,18C180,17X417,26C178,16C215,17X430,15X561,22C41,END","12C118939,18C228,7X213,19X161,6X260,21C21,4X312,26X394,8C134,23C162,1X232,25X309,3X278,16C121,14X346,17X269,13X331,22C123,10C65,15X279,END","5X2286,26C41,8C106,26C108,10C158,19X257,3C96,19C114,2C150,20C102,9X305,21C90,7X285,17C88,1C111,21X404,14X312,23C65,4X248,25X279,12C84,22C32,11C140,16X143,12X263,20X265,11X250,23C46,6X289,24X192,13C102,17X280,4C95,15C97,2C90,15C58,6C184,22X227,9C101,18X298,END",1.97,24.873,41.391,4,37,1,,,VERY GOOD SURVEY THANK YOU,,,anonymized,,3330478
187,12/23/20 8:39,12/23/20 8:44,0,100,279,1,12/23/20 8:44,R_1GPkiVpUNM77GRR,anonymous,EN,2.375,2.375,7.305,1,,,,,,,,,,,,,,,"19C1021,16C495,21C568,18C571,18C527,26X989,26C769,20C724,22C596,24X967,25C664,25C517,23C592,15C597,23X787,16X1071,17C574,20C570,19C465,22C533,END","4X1925,11C736,6C952,11X1241,8X1630,14C1488,2X1464,10C821,7C960,1C645,14X1180,3C903,6X1251,9X1016,12C701,13C1186,9C634,7X1198,1X1358,5C656,END","4X1852,22C758,2C1093,24C943,13X1806,26C698,12X1546,18C762,1C1042,21C119,11C1333,25C842,8X1384,15X950,9X975,20C1224,5C523,17X767,3C2007,16C1947,END","1X1270,26X628,10C266,25C29,14C987,24X1290,12C786,21C616,13C500,26C669,4X1059,15C553,5X1516,17C588,10C855,16C700,5X1223,17C754,9X1077,23X1559,8X1505,22C541,7X1144,18C616,7X1287,25C686,11C511,21C842,1C747,15C639,6C576,16C632,2C496,18X708,14X1105,20C685,3C524,23C18,12C794,19C790,END","21X1294,15X1071,23X1889,20X1130,20C402,25X1215,16X1081,21X1200,17X874,19C761,22X782,20C1346,18X1207,17C587,25C726,19C879,26X1096,24C1322,16C643,21X850,15C1062,17C500,26X981,15C1434,16C707,22C678,26X1150,22C933,18X719,19C406,22C55,24C1000,23X1309,24C763,18C708,17C791,25X894,25C886,23C448,16C777,END","10X1808,15C576,5X1136,22C493,2X1346,18X887,12X1554,23C1193,8X1397,25C1111,7C650,16C787,3X1320,17X1162,11C1183,26X1490,1C799,21C637,13X921,20C740,END","1C1180,26X1693,6X1792,20X921,11C637,18C607,10C645,22C805,14X1420,24X1128,3X1987,16C989,4X1074,17C1061,12X1388,25C1508,10C776,23C109,11C1251,21C1097,9X1708,20C1222,2X1098,15X1122,8C854,18X1258,2X1116,26C623,6C586,16X785,7X1214,24C638,3C576,21C463,9X860,15C2292,13C512,19C922,5X1189,23X1288,END",,,,,,,,1.703,6.292,7.948,3,32,2,,,,,,anonymized,,418938
188,12/23/20 8:41,12/23/20 8:44,0,100,168,1,12/23/20 8:44,R_3hhVovIAa4rzY9q,anonymous,EN,6.781,7.152,10.048,2,,,,,,,,"16X7513,21X367,16X255,23C5,24C114,15X270,20C117,25X308,18X261,17C92,26X272,19X201,22X282,23C72,15X154,17X20,26X290,25C84,22C127,19X244,END","7C945,14X214,1X265,2C77,2C57,12X538,7X327,10X169,11C97,5X331,8X279,10C126,14C96,9C121,8C111,4X265,6C5,5C36,3C126,13X287,END","12X1462,22X291,10C1,19X294,7X298,25C81,4C79,26C120,5C99,15X244,9C106,23X320,8X280,16C185,3X381,21C138,6C121,20X316,11X163,17C158,END","12X713,23X302,6C141,23C173,11X415,19X204,2X339,18X358,5X335,15X338,8X132,25C18,9X240,20C138,10C121,24X362,1C126,26C144,2C76,21C128,5C146,18X313,4X309,16X187,13X99,26X355,3C139,17X233,14C146,24X368,11X514,25X376,6C96,19X192,9C191,20X212,7X418,15X341,10C138,22X331,END","15C375,17C63,15C121,25X248,21C82,17X287,22X215,21X100,26X125,23X159,22C93,19X338,18C115,21X224,16C24,24X231,19X355,17X94,18C143,18C186,26X249,17X372,26X251,25X127,23C122,20X388,20C94,19C109,15C126,24X345,24X237,16C107,25X216,16X350,20C63,23X226,22C88,15X331,26X306,23X91,END","2C562,26C31,4X376,16C139,3C172,17C170,14X294,15C8,1C114,20C129,7C112,25X230,11C113,24C85,13X134,22X161,10X160,23X165,9X187,18C27,END","1C618,20X266,11X219,19X312,8X481,16X334,10X208,26C212,2C167,16C117,13X104,22X195,7C187,23X212,8C301,22X252,5C205,26X498,14X211,23X198,12C166,24C160,10C142,18C17,5C183,21X355,9X191,15X425,6C181,18C211,1C202,17X257,3C203,19C228,4C226,17C108,2C170,21X382,11X167,25C245,END",,,,,,,,,,,,,,,2.14,4.999,21.766,3,38,1,,No,The survey is very interesting.,,,anonymized,,2995041
189,12/23/20 8:38,12/23/20 8:45,0,100,426,1,12/23/20 8:45,R_2WTFLdoocswy52q,anonymous,EN,0,0,10.786,0,,,,,,,,,,,,,,,"25C1111,15C891,18C761,25C701,22C870,18C745,19X1118,20C771,26C890,23C788,17C777,23C796,19C795,20C754,17C749,21C675,26C815,16C807,24C859,22C815,END","12X3005,4X4054,3C1209,12C1055,10C1009,14C917,1X1872,2C1101,9C965,1X1908,14C1007,7C1111,8C930,13C1090,5C876,10C900,4C1014,6C962,11C890,2C880,END","12C1470,20C1302,14C1177,25C1051,3C1053,22C982,8C1473,21C941,6C1131,16C883,4C1032,26C1142,5C939,18C934,1C1146,15C1030,9C962,24C849,13C1114,17C923,END","14X863,19C912,14C1009,15C890,8C1109,18C897,11C1323,23C980,10C936,25C964,9C884,26C806,11C862,21C940,6C944,16C806,2C745,21C978,13C853,22C800,5C881,20C715,9C826,24C765,1C992,15C985,4C889,25C990,7C816,20C731,5C837,19C911,12C1126,26C819,3C884,17C824,1C793,24C761,3C936,17C875,END","17C966,25C752,20C777,17C811,25C686,22C987,26C821,26C785,19C886,16C805,15C759,17C709,18C802,24C830,16C821,19C710,23C858,26C804,25C889,19C822,24C839,18C865,16C775,20C813,24C829,15C888,23C870,18C888,26C1130,21C774,15C997,22C821,19C750,23C920,21C921,22C841,16C807,21C885,23C924,20C769,END","6C1671,24C944,5C1029,25C805,10X1434,16X1820,13C1741,26X1831,1C1626,20X2252,2C1167,17C1271,12C1161,22X1653,8C1318,19C1708,4C1556,21C971,9X1677,15X2437,END","9C1831,18X1840,14C1442,22X1609,14C1988,16X2917,12C2081,15C1194,3C1125,21C1894,10C1129,24C1747,11C1244,22C1202,6C1918,19C1362,1X2715,23X5004,7C1481,24X2260,5C1228,20C1309,13X1772,18C3608,8X3901,21C1652,3C1702,26C2051,2C1293,17C1203,12C895,25X2134,4C1414,16C1603,1C1379,19C1656,2C1150,25C1725,9C1350,17C1390,END",,,,,,,,4.001,12.978,44.398,3,57,1,,,The last task was very difficult - hard to keep the categories straight.,,,anonymized,,9662221
190,12/23/20 8:43,12/23/20 8:45,0,100,119,1,12/23/20 8:45,R_ueTzOQEqxaWz97j,anonymous,EN,0,0,9.898,0,,,,,,,,,,,,,,,,,,,,,,"23C1393,18X1136,22C135,17C131,26X139,19C120,15C131,21X171,24X149,22X159,24X131,19C109,16C128,20X174,25X177,17C113,23X197,18C99,21C11,16C88,END","4C205,11X104,6X133,8C116,11C163,13C147,5X175,14C114,1X207,2X141,8C124,9X179,1X208,13C126,4C9,10C168,2C44,3X206,7X173,12C112,END","4C289,25X187,5X198,21X196,12C171,22C4,6X184,19C158,11X182,16X201,9X169,26C41,1X205,23X194,13C159,18X213,3X220,17C173,8X216,15X206,END","4X239,18C111,4C60,23X201,9C107,23C55,6X176,26X212,9C145,25C23,14C189,25X229,5X246,17C171,11C1,17X18,13X258,22X209,11C17,16C11,1C174,24X204,10C22,22C208,2X236,19C221,7X236,26C209,12X253,15C3,7X212,20C55,3X152,20C79,8C6,21C93,2X390,18C171,12X213,16X203,END","21C198,26X159,20C160,18X223,17X210,20X238,23C143,25X264,26C14,15C233,21X52,18C215,19X241,18X228,24C38,25C14,19C200,16C15,16C1,17X227,19X219,22C133,22X239,15C19,16C211,15X224,22C21,19X467,23C42,23X192,25C2,26X90,22C140,17X163,21X80,24C28,23C174,20X325,24C139,16C38,END","11X238,21C153,8X945,15X1587,4X211,26X425,14X661,19X720,9X326,18X141,6X175,25C131,2X280,20X199,7X234,22X148,13C11,23X244,5X128,16X201,END","10C156,26C218,8C19,15C196,13X236,21X232,1C148,16X209,7X217,26C87,12X215,22X252,9C97,20C99,14C78,17C82,9C76,20C118,12C86,24X193,11X171,24X193,1C190,23C19,4C166,19X240,3C176,17C210,5X216,22C4,6X195,25C204,5X200,15C181,2X260,25X218,14C37,18C200,3X31,19C210,END",5.369,7.687,9.576,2,21,1,,,,,,anonymized,,9193939
191,12/23/20 8:41,12/23/20 8:45,0,100,258,1,12/23/20 8:45,R_3dK5dOPOptHN7zM,anonymous,EN,4.721,13.235,14.09,2,,,,,,,,"22C1123,18C6,21C9,24C212,25X182,20C61,22X355,20X328,21X3578,26C87,24C108,19X358,23C51,17C4,19C285,15C331,26X731,16C113,15X363,18X614,END","10X1448,13C110,12C125,6X489,1C52,7C214,9X388,10C284,8X342,5C62,11C128,1C116,14C87,4C7,6X508,3X407,9C3,13X283,7C193,2X516,END","3X978,22C297,11X469,16X416,5C117,18X521,9X235,21C221,10X554,26C67,1X390,19C65,4C29,24X357,12C117,15C316,14X308,17X306,2C108,23C286,END","10X777,25C47,12C98,19X358,4C17,17C193,5C49,16C2,5C5,16X493,1C103,26C423,11X434,21C77,2X458,24C338,6X417,19C197,3X636,26X487,9C117,15C357,14X341,20C318,7C117,22X395,8C61,15X408,11X396,23C58,1X417,21X297,13C76,25C187,3X368,20X795,10X453,22X654,9C65,18X340,END","19C869,19C454,20C148,15X306,21X690,19X425,20X388,20X217,24C37,22C308,25C165,25X256,21X498,26C217,24X227,18C38,15C277,18X314,21C128,26X346,20C269,15X337,21C157,22X298,24X327,22X168,23X297,17C27,18X287,16X410,26X485,19C76,23C27,17C18,23C117,25X937,16C8,16C279,17X407,22C17,END","4C768,23C10,9C225,17X526,1X348,20X327,2X559,25C105,3X648,19X305,11C148,18C116,14C87,15C10,8C251,21C287,13C426,24C428,7C137,26C237,END","8X1269,20C10,3X388,25C102,7C3,24X552,11X407,18C17,13C138,26C318,10C381,23X382,5C2,25C162,6C113,17X321,4X480,22C88,11X275,18C50,5C233,15X275,14C28,24C247,9X338,19C65,1X377,16X317,8C147,17C267,14C8,21X587,4C35,19X396,12C76,16C8,3X340,21C93,2C17,26C146,END",,,,,,,,,,,,,,,3.023,5.339,17.31,3,27,2,,nothing,nice,,,anonymized,,320590
192,12/23/20 8:35,12/23/20 8:45,0,100,631,1,12/23/20 8:45,R_1qeSQiMvxy6ko6U,anonymous,EN,0,0,15.137,0,,,,,,,,"20C7475,22C2274,23C2615,23X6508,19C2008,18C1450,25C1815,15C1770,21C1518,24X2484,17C1281,25C1301,15C2370,19C1487,26C1983,16C1934,16C1158,18C1982,22C1293,21C1967,END","12C4404,14X3164,10C2399,6X2919,11C1681,13C2994,4X3747,1X4837,5X3494,9C2830,1C1338,6C2013,2C1636,5C1234,8C1288,8C1241,3C1889,12C1621,10X3286,7C2543,END","2C3230,15C1810,6C2634,26C3239,13C3232,17C1358,1X2830,25C1320,14X2745,16C1367,9C1922,20C1689,5C1390,23C2136,3C1659,18C1303,8C1694,22C1288,10C1726,24X3428,END","11X3142,24C1471,2X2720,20C1200,6C1639,24C1298,13C1296,18C1181,14C1822,23C1367,5C1231,25C1274,9C1408,26C1977,10C1269,21C1121,3C1487,15C2338,4C2054,19C4350,7C1717,22C2030,13C1554,15C1298,8C3059,19C1444,1C2916,20C1890,1C1673,16X2299,5C1497,18C1210,2C2098,26C3078,11C2010,17C2349,12X3000,21C1612,12X2144,23C2127,END","16X2665,23C1517,17C1312,26C1761,18C2060,16C1507,17C1202,21C1146,26X2351,25C1538,24C1314,22C1269,23C1237,24C1801,19C1173,17C1162,22C1149,15X3097,26C1600,23C1330,22C1314,18C1315,21C2092,18C1513,19C1138,20C1678,24C2453,19C2438,21C1708,19C1333,20C2002,15C2544,22C1166,21C1179,15C1183,20C1200,17C994,16C1168,25C1976,25C997,END","14C3102,15X2551,4C1633,17C1293,11C1730,23C1163,5C1706,22C2353,12C1456,18C1704,8C1677,20C1767,9C1421,24C2514,3C2153,16C1316,7C1842,21C1298,2C2060,25C2443,END","14C3350,20C1221,10C2887,18C1598,12C1658,25C1472,11C2647,15C2094,6C2125,24C1325,3C1490,17C2729,5C1469,25C1280,4C1561,24C1552,13C2064,20C2752,5C2123,21C1261,12C1676,21C1590,13C1543,26C1462,7C1405,22C1244,1C1275,18C2265,2C1877,16C1361,3C1443,19C2203,9X2666,15C1394,8C2058,23C1392,7C1537,23C1306,9C1978,17C2408,END",,,,,,,,,,,,,,,5.527,12.771,22.787,3,55,1,,,,,,anonymized,,4695687
193,12/23/20 8:38,12/23/20 8:45,0,100,410,1,12/23/20 8:45,R_1I5b8urj6qriDQe,anonymous,EN,0,0,7.923,0,"20X3445,23X2046,15X2068,16C1386,22C1364,15C1276,20X1673,17C1289,18X2346,24X2147,21C1189,18X2430,24X1868,26X2285,25C1423,22C1234,19X2874,26X2313,19C1509,21X2314,END","4C1692,7C1128,12C1291,2C1310,1C1347,10C1231,14X2355,1C1163,6C1139,8X2323,14X2497,3C1248,6C1342,10X2172,12C1606,9C1149,13C952,5X2167,11X2400,5X2945,END","12C1977,17C1422,8C1119,21X2123,5X2330,19C867,6C999,20C888,11X2020,23C1131,4X2061,15C894,2C980,16C1234,3X1959,26X2543,13C1434,25C1519,10C1394,22X1788,END","3C1680,24X1770,9C1044,18C995,2X1817,23X2090,3X1919,26X2146,1X1963,21C1338,7C1058,23X2075,4X2172,19C855,11X1913,21X2255,14C1144,20X2444,6C973,17X2001,12X1933,16C1089,2C1070,18C943,5C1064,22X2016,5C730,25X1683,8C1360,15X2052,8X2169,24X2431,13X2102,17X1951,13X2626,20X2351,10X2079,26C1027,9X2049,19X2254,END","16X2116,22C1032,22X1836,23C672,19X2146,16C1030,18C1009,19C1051,22X2108,17C1018,25C1060,26X2680,15X2623,23X2063,18X2055,23C1258,24C1231,21C1095,18X2010,25C1171,17C1329,24C1325,17C1132,20X2010,26X1539,23X2074,21C1108,17X1767,20X2138,15X2064,24C1413,22C1302,16C1293,21X2327,20X2233,25C1453,26C1059,20X2044,19C1201,15C1631,END","11X3040,17X1640,1C1298,25C1723,12X2322,21C1065,5C1165,18C1083,4C640,22C1056,6X1897,20X1704,10X2110,16C1086,9C998,15C1065,13C1016,26C1006,2X2042,24C948,END","7C1358,23C1090,13C1021,22C624,2C749,19C501,5C811,15C738,4X1604,18C801,12X1652,23X1728,2C672,17C590,9X2172,22X1764,4C821,25C961,7X1884,26X1874,12X1802,16C736,3X1784,24C946,1C1029,21C984,10C722,20X1704,8C825,16C634,6X1731,24X1519,11C413,20X1004,13X1402,19C903,14C790,17X1363,10C648,26X1592,END",,,,,,,,,,,,,,,,,,,,,,8.528,13.094,15.454,3,29,1,,,ok,,,anonymized,,4025946
194,12/23/20 8:37,12/23/20 8:45,0,100,519,1,12/23/20 8:45,R_8iztGW5bCsNtXVf,anonymous,EN,4.446,4.446,40.078,1,"20C1046,19C709,25C645,15C752,16C658,24C665,18C669,21C712,19C649,16C798,24C614,26C722,21C615,15C670,23C713,17X1043,20X1018,25C685,22C942,22C523,END","12C1738,11C911,4C862,5C952,8C855,2C1296,10C868,6C1002,3C1037,11C904,3C735,8C758,14C1653,13C719,2C643,10C811,1X1607,7C989,1C885,9C824,END","10C1026,26C1052,11C814,21C703,8C707,18C715,3C747,23C864,1C860,16C888,4C885,20C1313,13C861,19C820,7C1246,22C740,6C932,25C768,9C755,17C769,END","5C1013,19C694,11C757,23C803,10C755,25C617,1X1198,24C759,2C729,16C740,4C738,20C725,12C690,15X1221,8X1281,22C675,7C739,24C686,12C784,22C652,2C636,16C606,3X1985,17C793,9C793,26C661,3X1348,20C689,6C952,23C702,6C1166,21C639,14C800,19C689,14C654,17C695,13C905,21C633,10C745,18C784,END","26C1084,21C808,17C555,22C658,25C734,17C652,21C752,23C803,23C614,24C704,15C649,19C580,16C637,24C672,18C637,15C900,19C618,16C827,22C596,18C686,24C715,25C669,25C583,25C621,26C787,26C560,17C681,21C874,18C666,20C910,19C624,19C600,22C903,20C706,16C837,23C863,20C762,22C1053,15C811,15C662,END","7C1389,23C929,14X1900,25X1363,5C1104,20C759,1C803,24C877,8X1415,26C807,9C1000,15C812,4C803,17C833,2C1680,19C934,12C971,16X1479,13C1186,21X1357,END","8X4178,21C908,5C842,21C711,11X1560,17C851,7C779,19C838,4X1591,22C850,14C1146,17C718,6C1176,23C1050,4C1216,18C848,8C1479,15C888,13X1383,23C926,9C1053,20C705,12C1222,25X1826,14C1008,16C906,2C889,26C1419,7X1430,16C843,10X1387,26C938,1X2187,24C881,12X1559,22C787,6X2194,20C812,3C1045,19C843,END",,,,,,,,,,,,,,,,,,,,,,2.393,11.185,13.667,5,46,1,,,None,,,anonymized,,7411946
195,12/23/20 8:41,12/23/20 8:46,0,100,271,1,12/23/20 8:46,R_2AS9zegYGqfEYxI,anonymous,EN,0,0,7.669,0,,,,,,,,,,,,,,,"19C1065,22X993,15X742,17C670,21C1267,25C790,24C967,25C680,26C760,18C677,26X954,20C660,15C560,16C773,24C687,17C654,23C731,22X1180,20C584,18C520,END","14C2040,11X1413,3C727,6C1005,10C697,14C710,6C695,13C811,9C579,8C686,1C692,1C546,5C814,2C802,11X884,12C940,2C731,4X1106,7C1061,13C970,END","14C1053,17C1047,12C1212,25C1379,1C776,19C669,13C844,16C1260,8C882,26C765,9C848,22C1088,7C750,20C700,3C795,21C789,4C1599,15C720,2C849,23C716,END","6C1043,22C1035,11C839,17C677,13C841,19C781,14X1220,15C680,1C839,17C629,8C820,25C762,4C790,18C746,5C853,16C1027,1C828,21C859,9C840,23C793,2C823,21C864,2C810,25C720,14C666,16C870,9C843,26C800,10C818,24C696,12C711,26C735,12C680,20C683,7C660,18C602,5C620,23C747,3C760,19C1030,END","15C1698,19C810,25C860,19X1415,25C855,20C1110,16C670,22C810,18C695,18C607,23C815,21C881,22C582,26X912,17C672,19C734,24C769,16C771,17C668,26C774,18C891,17C928,23C685,26C710,20C965,25C753,21C962,21C580,23X1117,25X1085,15C712,24C700,17C728,26C717,24C669,19X1686,15C701,16C710,20C695,22C1190,END","3C1278,17C1621,1C1590,18C864,9C696,26C774,6C2280,23C700,14C907,16X1472,10C944,20C914,7C720,19C810,13C764,21C840,5C801,24C1020,12C1864,22X1557,END","11C1294,18C726,1C791,17C690,4C732,23C716,10X1103,26C726,1C766,16C914,9C892,24C780,14C958,15C778,13C944,23C716,12C929,22C693,2C773,19C777,3C941,19C800,3C950,16C824,11C777,22C846,10C922,25C1200,8C845,15C755,5C685,21C832,4C942,25C842,6X1367,24C713,7C1415,20C748,14C802,20C680,END",,,,,,,,1.896,4.133,11.566,2,28,2,,,,,,anonymized,,9450200
